 TIME                    	Outlet                   	
  +4.4642500000000000E+03	  +5.0364983672553024E+01	
  +4.4645000000000000E+03	  +5.0338153650664189E+01	
  +4.4647500000000000E+03	  +5.0320213426712570E+01	
  +4.4650000000000000E+03	  +5.0301275085446854E+01	
  +4.4652500000000000E+03	  +5.0273363669007296E+01	
  +4.4655000000000000E+03	  +5.0242410369419105E+01	
  +4.4657500000000000E+03	  +5.0211291248205242E+01	
  +4.4660000000000000E+03	  +5.0181424808315086E+01	
  +4.4662500000000000E+03	  +5.0154298428504624E+01	
  +4.4665000000000000E+03	  +5.0130344351505549E+01	
  +4.4667500000000000E+03	  +5.0107513256678033E+01	
  +4.4670000000000000E+03	  +5.0083531125113510E+01	
  +4.4672500000000000E+03	  +5.0056342857455391E+01	
  +4.4675000000000000E+03	  +5.0026385441191721E+01	
  +4.4677500000000000E+03	  +4.9995117381791566E+01	
  +4.4680000000000000E+03	  +4.9963930885011273E+01	
  +4.4682500000000000E+03	  +4.9933885985323556E+01	
  +4.4685000000000000E+03	  +4.9904794852639014E+01	
  +4.4687500000000000E+03	  +4.9878817453826485E+01	
  +4.4690000000000000E+03	  +4.9858502423120200E+01	
  +4.4692500000000000E+03	  +4.9850343988420690E+01	
  +4.4695000000000000E+03	  +4.9872145733253319E+01	
  +4.4697500000000000E+03	  +4.9908921919095079E+01	
  +4.4700000000000000E+03	  +4.9940843497546041E+01	
  +4.4702500000000000E+03	  +4.9952875169183166E+01	
  +4.4705000000000000E+03	  +5.0411151506069331E+01	
  +4.4707500000000000E+03	  +5.0427977841890915E+01	
  +4.4710000000000000E+03	  +5.0416707916003396E+01	
  +4.4712500000000000E+03	  +5.0397064731049554E+01	
  +4.4715000000000000E+03	  +5.0395465288883614E+01	
  +4.4717500000000000E+03	  +5.0438090868285443E+01	
  +4.4720000000000000E+03	  +5.0527210412834521E+01	
  +4.4722500000000000E+03	  +5.0642978310578506E+01	
  +4.4725000000000000E+03	  +5.0762833903526833E+01	
  +4.4727500000000000E+03	  +5.0857832794088580E+01	
  +4.4730000000000000E+03	  +5.0897854504901517E+01	
  +4.4732500000000000E+03	  +5.0924148396614918E+01	
  +4.4735000000000000E+03	  +5.0987614331357868E+01	
  +4.4737500000000000E+03	  +5.1151962318774096E+01	
  +4.4740000000000000E+03	  +5.2221569936638915E+01	
  +4.4742500000000000E+03	  +5.3792663117294254E+01	
  +4.4745000000000000E+03	  +5.5906731079352504E+01	
  +4.4747500000000000E+03	  +5.7325666700827703E+01	
  +4.4750000000000000E+03	  +5.8884397860160895E+01	
  +4.4752500000000000E+03	  +6.0222284874709089E+01	
  +4.4755000000000000E+03	  +6.0795954039033077E+01	
  +4.4757500000000000E+03	  +6.0251159466746429E+01	
  +4.4760000000000000E+03	  +5.8852730071785302E+01	
  +4.4762500000000000E+03	  +5.8099166268686197E+01	
  +4.4765000000000000E+03	  +5.7351167827204563E+01	
  +4.4767500000000000E+03	  +5.6611739278379638E+01	
  +4.4770000000000000E+03	  +5.5912177175617629E+01	
  +4.4772500000000000E+03	  +5.5777361237829361E+01	
  +4.4775000000000000E+03	  +5.4539054446568251E+01	
  +4.4777500000000000E+03	  +5.4359431818654144E+01	
  +4.4780000000000000E+03	  +5.4638843068359776E+01	
  +4.4782500000000000E+03	  +5.5176660328486044E+01	
  +4.4785000000000000E+03	  +5.5450773136175037E+01	
  +4.4787500000000000E+03	  +5.5878761172908959E+01	
  +4.4790000000000000E+03	  +5.6239387540878035E+01	
  +4.4792500000000000E+03	  +5.6581194343333479E+01	
  +4.4795000000000000E+03	  +5.6880069412728716E+01	
  +4.4797500000000000E+03	  +5.7060226107544779E+01	
  +4.4800000000000000E+03	  +5.6906543789123290E+01	
  +4.4802500000000000E+03	  +5.6503473652697949E+01	
  +4.4805000000000000E+03	  +5.5984085371687712E+01	
  +4.4807500000000000E+03	  +5.5408295251283889E+01	
  +4.4810000000000000E+03	  +5.4596855728405608E+01	
  +4.4812500000000000E+03	  +5.3741343776908430E+01	
  +4.4815000000000000E+03	  +5.3071355937582645E+01	
  +4.4817500000000000E+03	  +5.2770459717027180E+01	
  +4.4820000000000000E+03	  +5.2734590642745161E+01	
  +4.4822500000000000E+03	  +5.2786983103864578E+01	
  +4.4825000000000000E+03	  +5.2769943094157313E+01	
  +4.4827500000000000E+03	  +5.0890437795905967E+01	
  +4.4830000000000000E+03	  +5.0872599339097533E+01	
  +4.4832500000000000E+03	  +5.0853892527700310E+01	
  +4.4835000000000000E+03	  +5.0830408983089185E+01	
  +4.4837500000000000E+03	  +5.0804490607463379E+01	
  +4.4840000000000000E+03	  +5.0779486580468074E+01	
  +4.4842500000000000E+03	  +5.0758613953838861E+01	
  +4.4845000000000000E+03	  +5.0741879908648869E+01	
  +4.4847500000000000E+03	  +5.0726071473298120E+01	
  +4.4850000000000000E+03	  +5.0707830024000415E+01	
  +4.4852500000000000E+03	  +5.0684794352123433E+01	
  +4.4855000000000000E+03	  +5.0660880621157659E+01	
  +4.4857500000000000E+03	  +5.0636952384007920E+01	
  +4.4860000000000000E+03	  +5.0613009185323357E+01	
  +4.4862500000000000E+03	  +5.0589051254279134E+01	
  +4.4865000000000000E+03	  +5.0565078820612392E+01	
  +4.4867500000000000E+03	  +5.0541091428129292E+01	
  +4.4870000000000000E+03	  +5.0517089535397901E+01	
  +4.4872500000000000E+03	  +5.0494105050194278E+01	
  +4.4875000000000000E+03	  +5.0476646505217261E+01	
  +4.4877500000000000E+03	  +5.0461434467385786E+01	
  +4.4880000000000000E+03	  +5.0443961377902539E+01	
  +4.4882500000000000E+03	  +5.0420934007417657E+01	
  +4.4885000000000000E+03	  +5.0396858485270599E+01	
  +4.4887500000000000E+03	  +5.0372768010650553E+01	
  +4.4890000000000000E+03	  +5.0348663044091765E+01	
  +4.4892500000000000E+03	  +5.0324543126872484E+01	
  +4.4895000000000000E+03	  +5.0300408489853375E+01	
  +4.4897500000000000E+03	  +5.0276259364456592E+01	
  +4.4900000000000000E+03	  +5.0252095291118138E+01	
  +4.4902500000000000E+03	  +5.0228955824376740E+01	
  +4.4905000000000000E+03	  +5.0211379626370466E+01	
  +4.4907500000000000E+03	  +5.0196065353185510E+01	
  +4.4910000000000000E+03	  +5.0178474622146197E+01	
  +4.4912500000000000E+03	  +5.0155292303786496E+01	
  +4.4915000000000000E+03	  +5.0131054889113329E+01	
  +4.4917500000000000E+03	  +5.0106802531936360E+01	
  +4.4920000000000000E+03	  +5.0082535464379433E+01	
  +4.4922500000000000E+03	  +5.0058253687489199E+01	
  +4.4925000000000000E+03	  +5.0033957202312322E+01	
  +4.4927500000000000E+03	  +5.0009646009895441E+01	
  +4.4930000000000000E+03	  +4.9985320343344313E+01	
  +4.4932500000000000E+03	  +4.9972265832714889E+01	
  +4.4935000000000000E+03	  +5.0023817695590921E+01	
  +4.4937500000000000E+03	  +5.0114447018811518E+01	
  +4.4940000000000000E+03	  +5.0205872345603332E+01	
  +4.4942500000000000E+03	  +5.0267908755492741E+01	
  +4.4945000000000000E+03	  +5.2390931363618336E+01	
  +4.4947500000000000E+03	  +5.2713070547326573E+01	
  +4.4950000000000000E+03	  +5.3014360896822240E+01	
  +4.4952500000000000E+03	  +5.3309002060238811E+01	
  +4.4955000000000000E+03	  +5.3610356893008877E+01	
  +4.4957500000000000E+03	  +5.3973322320441639E+01	
  +4.4960000000000000E+03	  +5.4609293699272385E+01	
  +4.4962500000000000E+03	  +5.5431256294945193E+01	
  +4.4965000000000000E+03	  +5.6330721832162048E+01	
  +4.4967500000000000E+03	  +5.7111368831488520E+01	
  +4.4970000000000000E+03	  +5.7730500580362389E+01	
  +4.4972500000000000E+03	  +5.8203274753872961E+01	
  +4.4975000000000000E+03	  +5.8534377005696228E+01	
  +4.4977500000000000E+03	  +5.8651265627898688E+01	
  +4.4980000000000000E+03	  +5.8253226472603266E+01	
  +4.4982500000000000E+03	  +5.7602776029407366E+01	
  +4.4985000000000000E+03	  +5.6605134225076917E+01	
  +4.4987500000000000E+03	  +5.6445118986520519E+01	
  +4.4990000000000000E+03	  +5.7097183008871355E+01	
  +4.4992500000000000E+03	  +5.7241947749626533E+01	
  +4.4995000000000000E+03	  +5.7982049484313187E+01	
  +4.4997500000000000E+03	  +5.9623281892291317E+01	
  +4.5000000000000000E+03	  +6.1582377160378186E+01	
  +4.5002500000000000E+03	  +6.4394555630531102E+01	
  +4.5005000000000000E+03	  +6.6054703480747932E+01	
  +4.5007500000000000E+03	  +6.6244965924092369E+01	
  +4.5010000000000000E+03	  +6.4974933505257439E+01	
  +4.5012500000000000E+03	  +6.2499370015348781E+01	
  +4.5015000000000000E+03	  +6.0815187086499606E+01	
  +4.5017500000000000E+03	  +5.9431570221063559E+01	
  +4.5020000000000000E+03	  +5.9131060747071054E+01	
  +4.5022500000000000E+03	  +5.9478355891091788E+01	
  +4.5025000000000000E+03	  +5.9135344254196546E+01	
  +4.5027500000000000E+03	  +5.7941642595544174E+01	
  +4.5030000000000000E+03	  +5.6509081260096103E+01	
  +4.5032500000000000E+03	  +5.4902865315810814E+01	
  +4.5035000000000000E+03	  +5.3652371359505310E+01	
  +4.5037500000000000E+03	  +5.3374660087699056E+01	
  +4.5040000000000000E+03	  +5.4833229908624922E+01	
  +4.5042500000000000E+03	  +5.6705366157149804E+01	
  +4.5045000000000000E+03	  +5.8057232593493104E+01	
  +4.5047500000000000E+03	  +5.7740452400770536E+01	
  +4.5050000000000000E+03	  +5.7118283246794036E+01	
  +4.5052500000000000E+03	  +5.6592749096664242E+01	
  +4.5055000000000000E+03	  +5.6045744002098147E+01	
  +4.5057500000000000E+03	  +5.5461717762243978E+01	
  +4.5060000000000000E+03	  +5.4905350476297713E+01	
  +4.5062500000000000E+03	  +5.4378714393295965E+01	
  +4.5065000000000000E+03	  +5.3872937184723128E+01	
  +4.5067500000000000E+03	  +5.1446226643393821E+01	
  +4.5070000000000000E+03	  +5.1405595599909972E+01	
  +4.5072500000000000E+03	  +5.1360562773200236E+01	
  +4.5075000000000000E+03	  +5.1312214908509858E+01	
  +4.5077500000000000E+03	  +5.1263313678423302E+01	
  +4.5080000000000000E+03	  +5.1216804894382868E+01	
  +4.5082500000000000E+03	  +5.1174725762963469E+01	
  +4.5085000000000000E+03	  +5.1133399165746290E+01	
  +4.5087500000000000E+03	  +5.1092027831473786E+01	
  +4.5090000000000000E+03	  +5.1050610863927929E+01	
  +4.5092500000000000E+03	  +5.1009149171530396E+01	
  +4.5095000000000000E+03	  +5.0967642082412013E+01	
  +4.5097500000000000E+03	  +5.0926089828008344E+01	
  +4.5100000000000000E+03	  +5.0884492413928754E+01	
  +4.5102500000000000E+03	  +5.0842850072839418E+01	
  +4.5105000000000000E+03	  +5.0801162356482195E+01	
  +4.5107500000000000E+03	  +5.0759429497277168E+01	
  +4.5110000000000000E+03	  +5.0717651500833725E+01	
  +4.5112500000000000E+03	  +5.0599113697958153E+01	
  +4.5115000000000000E+03	  +5.0066460025237561E+01	
  +4.5117500000000000E+03	  +4.9359805623152596E+01	
  +4.5120000000000000E+03	  +4.8826269161379756E+01	
