 TIME                    	Outlet                   	
  +4.3765000000000000E+03	  +6.1188385429659142E+01	
  +4.3767500000000000E+03	  +6.3382021937614113E+01	
  +4.3770000000000000E+03	  +6.5174017009341654E+01	
  +4.3772500000000000E+03	  +6.6823994203357699E+01	
  +4.3775000000000000E+03	  +6.8344471654391867E+01	
  +4.3777500000000000E+03	  +6.9761434124875720E+01	
  +4.3780000000000000E+03	  +7.1060170551609460E+01	
  +4.3782500000000000E+03	  +7.2222174570277659E+01	
  +4.3785000000000000E+03	  +7.3227968312943403E+01	
  +4.3787500000000000E+03	  +7.4063405178809916E+01	
  +4.3790000000000000E+03	  +7.5183142173547012E+01	
  +4.3792500000000000E+03	  +7.5800700434406636E+01	
  +4.3795000000000000E+03	  +7.6316675709917803E+01	
  +4.3797500000000000E+03	  +7.6761852078157418E+01	
  +4.3800000000000000E+03	  +7.7157130829084110E+01	
  +4.3802500000000000E+03	  +7.7476046933549327E+01	
  +4.3805000000000000E+03	  +7.7683106548883117E+01	
  +4.3807500000000000E+03	  +7.7750157651778252E+01	
  +4.3810000000000000E+03	  +7.7666723024124323E+01	
  +4.3812500000000000E+03	  +7.7349690964409234E+01	
  +4.3815000000000000E+03	  +7.6707350785469501E+01	
  +4.3817500000000000E+03	  +7.5706148736172281E+01	
  +4.3820000000000000E+03	  +7.4589765901137270E+01	
  +4.3822500000000000E+03	  +7.3418550710754204E+01	
  +4.3825000000000000E+03	  +7.2540737381791033E+01	
  +4.3827500000000000E+03	  +7.1302476646075789E+01	
  +4.3830000000000000E+03	  +7.0069024984284638E+01	
  +4.3832500000000000E+03	  +6.8827874495686984E+01	
  +4.3835000000000000E+03	  +6.7562371338731751E+01	
  +4.3837500000000000E+03	  +6.6263590197610824E+01	
  +4.3840000000000000E+03	  +6.4959521949470684E+01	
  +4.3842500000000000E+03	  +6.3665595847157924E+01	
  +4.3845000000000000E+03	  +6.2393569085361037E+01	
  +4.3847500000000000E+03	  +6.0950722878141306E+01	
  +4.3850000000000000E+03	  +5.9693269797406188E+01	
  +4.3852500000000000E+03	  +5.8610715228498691E+01	
  +4.3855000000000000E+03	  +5.7684996773610870E+01	
  +4.3857500000000000E+03	  +5.6875215637926757E+01	
  +4.3860000000000000E+03	  +5.6152673664303450E+01	
  +4.3862500000000000E+03	  +5.5569532510897979E+01	
  +4.3865000000000000E+03	  +5.5112011127612718E+01	
  +4.3867500000000000E+03	  +5.2529387037410245E+01	
  +4.3870000000000000E+03	  +5.2443289653311567E+01	
  +4.3872500000000000E+03	  +5.2361398904757678E+01	
  +4.3875000000000000E+03	  +5.2279451089218789E+01	
  +4.3877500000000000E+03	  +5.2198090290292512E+01	
  +4.3880000000000000E+03	  +5.2119119062514692E+01	
  +4.3882500000000000E+03	  +5.2043657702772109E+01	
  +4.3885000000000000E+03	  +5.1968661778119007E+01	
  +4.3887500000000000E+03	  +5.1893509166638992E+01	
  +4.3890000000000000E+03	  +5.1818200786365168E+01	
  +4.3892500000000000E+03	  +5.1742735789289476E+01	
  +4.3895000000000000E+03	  +5.1667114652851936E+01	
  +4.3897500000000000E+03	  +5.1591337858157893E+01	
  +4.3900000000000000E+03	  +5.1515404551701252E+01	
  +4.3902500000000000E+03	  +5.1439315213671364E+01	
  +4.3905000000000000E+03	  +5.1363070327920383E+01	
  +4.3907500000000000E+03	  +5.1286669035447979E+01	
  +4.3910000000000000E+03	  +5.1210112268943632E+01	
  +4.3912500000000000E+03	  +5.1133399165746290E+01	
  +4.3915000000000000E+03	  +5.1056530662205319E+01	
  +4.3917500000000000E+03	  +5.0979505892000603E+01	
  +4.3920000000000000E+03	  +5.0902325341729238E+01	
  +4.3922500000000000E+03	  +5.0829021192440678E+01	
  +4.3925000000000000E+03	  +5.0778252067469417E+01	
  +4.3927500000000000E+03	  +5.0739851702561005E+01	
  +4.3930000000000000E+03	  +5.0698923840233263E+01	
  +4.3932500000000000E+03	  +5.0643481014438521E+01	
  +4.3935000000000000E+03	  +5.0582825512126178E+01	
  +4.3937500000000000E+03	  +5.0521450282229374E+01	
  +4.3940000000000000E+03	  +5.0461606668872612E+01	
  +4.3942500000000000E+03	  +5.0405284996888156E+01	
  +4.3945000000000000E+03	  +5.0351559213385691E+01	
  +4.3947500000000000E+03	  +5.0298451673030087E+01	
  +4.3950000000000000E+03	  +5.0244076909484974E+01	
  +4.3952500000000000E+03	  +5.0186717045043473E+01	
  +4.3955000000000000E+03	  +5.0126704526802243E+01	
  +4.3957500000000000E+03	  +5.0065285147257811E+01	
  +4.3960000000000000E+03	  +5.0003662058684910E+01	
  +4.3962500000000000E+03	  +4.9941367829671051E+01	
  +4.3965000000000000E+03	  +4.9873731622997155E+01	
  +4.3967500000000000E+03	  +4.9811018109903451E+01	
  +4.3970000000000000E+03	  +4.9765708152046685E+01	
  +4.3972500000000000E+03	  +4.9765048781772713E+01	
  +4.3975000000000000E+03	  +4.9880040824616273E+01	
  +4.3977500000000000E+03	  +5.0061453874879398E+01	
  +4.3980000000000000E+03	  +5.0242572691835065E+01	
  +4.3982500000000000E+03	  +5.0372100625167363E+01	
  +4.3985000000000000E+03	  +5.1884635585936628E+01	
  +4.3987500000000000E+03	  +5.2427601664617100E+01	
  +4.3990000000000000E+03	  +5.3293972522155585E+01	
  +4.3992500000000000E+03	  +5.4256599207086502E+01	
  +4.3995000000000000E+03	  +5.5190381826911953E+01	
  +4.3997500000000000E+03	  +5.6110501564526537E+01	
  +4.4000000000000000E+03	  +5.7148553163579763E+01	
  +4.4002500000000000E+03	  +5.8364485630925124E+01	
  +4.4005000000000000E+03	  +5.9811299108811362E+01	
  +4.4007500000000000E+03	  +6.1436333683593695E+01	
  +4.4010000000000000E+03	  +6.3052251001721608E+01	
  +4.4012500000000000E+03	  +6.4768200953096198E+01	
  +4.4015000000000000E+03	  +6.6541452827376389E+01	
  +4.4017500000000000E+03	  +6.8176203265189315E+01	
  +4.4020000000000000E+03	  +7.0027779268955783E+01	
  +4.4022500000000000E+03	  +7.1845801617836912E+01	
  +4.4025000000000000E+03	  +7.3212777155532308E+01	
  +4.4027500000000000E+03	  +7.4664707407992751E+01	
  +4.4030000000000000E+03	  +7.5729979641606235E+01	
  +4.4032500000000000E+03	  +7.6465952168174951E+01	
  +4.4035000000000000E+03	  +7.6964387291848482E+01	
  +4.4037500000000000E+03	  +7.7320887495929767E+01	
  +4.4040000000000000E+03	  +7.8066895389979592E+01	
  +4.4042500000000000E+03	  +7.8240651634045960E+01	
  +4.4045000000000000E+03	  +7.8340436081375600E+01	
  +4.4047500000000000E+03	  +7.8392722918552550E+01	
  +4.4050000000000000E+03	  +7.8391526526926413E+01	
  +4.4052500000000000E+03	  +7.8310708689513774E+01	
  +4.4055000000000000E+03	  +7.7662596143394865E+01	
  +4.4057500000000000E+03	  +7.7389313510985247E+01	
  +4.4060000000000000E+03	  +7.6937065186381957E+01	
  +4.4062500000000000E+03	  +7.6326409696537979E+01	
  +4.4065000000000000E+03	  +7.5586531978215575E+01	
  +4.4067500000000000E+03	  +7.4737386469110191E+01	
  +4.4070000000000000E+03	  +7.3730323479662118E+01	
  +4.4072500000000000E+03	  +7.2550758866783852E+01	
  +4.4075000000000000E+03	  +7.1192139470417487E+01	
  +4.4077500000000000E+03	  +6.9626488058004568E+01	
  +4.4080000000000000E+03	  +6.7789123515630195E+01	
  +4.4082500000000000E+03	  +6.6013749305886748E+01	
  +4.4085000000000000E+03	  +6.4234764079359110E+01	
  +4.4087500000000000E+03	  +6.2337626261852897E+01	
  +4.4090000000000000E+03	  +6.0659007142889266E+01	
  +4.4092500000000000E+03	  +5.9054798398068428E+01	
  +4.4095000000000000E+03	  +5.7575316973891312E+01	
  +4.4097500000000000E+03	  +5.6420909218552879E+01	
  +4.4100000000000000E+03	  +5.5672057704992369E+01	
  +4.4102500000000000E+03	  +5.5261890910507226E+01	
  +4.4105000000000000E+03	  +5.5050402521559825E+01	
  +4.4107500000000000E+03	  +5.2944753003022164E+01	
  +4.4110000000000000E+03	  +5.2872320015497166E+01	
  +4.4112500000000000E+03	  +5.2791912236504572E+01	
  +4.4115000000000000E+03	  +5.2706726864560743E+01	
  +4.4117500000000000E+03	  +5.2616653361094457E+01	
  +4.4120000000000000E+03	  +5.2520802061531498E+01	
  +4.4122500000000000E+03	  +5.2419145144371448E+01	
  +4.4125000000000000E+03	  +5.2316353222582663E+01	
  +4.4127500000000000E+03	  +5.2213261867460631E+01	
  +4.4130000000000000E+03	  +5.2109870300462539E+01	
  +4.4132500000000000E+03	  +5.2006179053288172E+01	
  +4.4135000000000000E+03	  +5.1902188662718139E+01	
  +4.4137500000000000E+03	  +5.1797898342588383E+01	
  +4.4140000000000000E+03	  +5.1693309072352520E+01	
  +4.4142500000000000E+03	  +5.1589168007649157E+01	
  +4.4145000000000000E+03	  +5.1488992316796100E+01	
  +4.4147500000000000E+03	  +5.1391038883787481E+01	
  +4.4150000000000000E+03	  +5.1292680286610185E+01	
  +4.4152500000000000E+03	  +5.1190635192857705E+01	
  +4.4155000000000000E+03	  +5.1081770225332910E+01	
  +4.4157500000000000E+03	  +5.0971257123142422E+01	
  +4.4160000000000000E+03	  +5.0865331425489941E+01	
  +4.4162500000000000E+03	  +5.0770099833319129E+01	
  +4.4165000000000000E+03	  +5.0685868160634200E+01	
  +4.4167500000000000E+03	  +5.0606319409647135E+01	
  +4.4170000000000000E+03	  +5.0524732313199991E+01	
  +4.4172500000000000E+03	  +5.0435973817986294E+01	
  +4.4175000000000000E+03	  +5.0345648686985228E+01	
  +4.4177500000000000E+03	  +5.0255116547499675E+01	
  +4.4180000000000000E+03	  +5.0164377454723784E+01	
  +4.4182500000000000E+03	  +5.0073431463851719E+01	
  +4.4185000000000000E+03	  +4.9982278630077630E+01	
  +4.4187500000000000E+03	  +4.9890919008595674E+01	
  +4.4190000000000000E+03	  +4.9799352654600028E+01	
  +4.4192500000000000E+03	  +4.9707579623284822E+01	
  +4.4195000000000000E+03	  +4.9615599969844226E+01	
  +4.4197500000000000E+03	  +4.9523413749472397E+01	
  +4.4200000000000000E+03	  +4.9431021017363491E+01	
  +4.4202500000000000E+03	  +4.9335247039054565E+01	
  +4.4205000000000000E+03	  +4.9224161784446650E+01	
  +4.4207500000000000E+03	  +4.9112878265257706E+01	
  +4.4210000000000000E+03	  +4.9020666711815316E+01	
  +4.4212500000000000E+03	  +4.8975498203554331E+01	
  +4.4215000000000000E+03	  +4.9024089848376804E+01	
  +4.4217500000000000E+03	  +4.9132789802144750E+01	
  +4.4220000000000000E+03	  +4.9256772092141446E+01	
  +4.4222500000000000E+03	  +4.9359693697196278E+01	
  +4.4225000000000000E+03	  +5.1408795262456898E+01	
  +4.4227500000000000E+03	  +5.1893474345707347E+01	
  +4.4230000000000000E+03	  +5.2629669082488846E+01	
  +4.4232500000000000E+03	  +5.3431670702345691E+01	
  +4.4235000000000000E+03	  +5.4175341149245554E+01	
  +4.4237500000000000E+03	  +5.4949383050654099E+01	
  +4.4240000000000000E+03	  +5.5951007853991968E+01	
  +4.4242500000000000E+03	  +5.7333430816521513E+01	
  +4.4245000000000000E+03	  +5.9036523611645173E+01	
  +4.4247500000000000E+03	  +6.0649720850710672E+01	
  +4.4250000000000000E+03	  +6.1923045145450899E+01	
  +4.4252500000000000E+03	  +6.3102843354167817E+01	
  +4.4255000000000000E+03	  +6.4316552370201393E+01	
  +4.4257500000000000E+03	  +6.5724104552774136E+01	
  +4.4260000000000000E+03	  +6.7357061856590306E+01	
  +4.4262500000000000E+03	  +6.9071820481085240E+01	
  +4.4265000000000000E+03	  +7.0692252331755995E+01	
  +4.4267500000000000E+03	  +7.1747419924101933E+01	
  +4.4270000000000000E+03	  +7.2931122112279439E+01	
  +4.4272500000000000E+03	  +7.3977937002611881E+01	
  +4.4275000000000000E+03	  +7.4926609356464752E+01	
  +4.4277500000000000E+03	  +7.5821044396401561E+01	
  +4.4280000000000000E+03	  +7.6651554960670495E+01	
  +4.4282500000000000E+03	  +7.7336077619572109E+01	
  +4.4285000000000000E+03	  +7.7783906475552953E+01	
  +4.4287500000000000E+03	  +7.7825673913139127E+01	
  +4.4290000000000000E+03	  +7.7092807730797560E+01	
  +4.4292500000000000E+03	  +7.5929226180075347E+01	
  +4.4295000000000000E+03	  +7.4842031021085745E+01	
  +4.4297500000000000E+03	  +7.4340131176864844E+01	
  +4.4300000000000000E+03	  +7.4277179848962405E+01	
  +4.4302500000000000E+03	  +7.4225043177079556E+01	
  +4.4305000000000000E+03	  +7.3858137621953020E+01	
  +4.4307500000000000E+03	  +7.2686054081041021E+01	
  +4.4310000000000000E+03	  +7.1646093961843306E+01	
  +4.4312500000000000E+03	  +7.0673768074441398E+01	
  +4.4315000000000000E+03	  +6.9236796659728441E+01	
  +4.4317500000000000E+03	  +6.7650221793989402E+01	
  +4.4320000000000000E+03	  +6.6021288528057369E+01	
  +4.4322500000000000E+03	  +6.4389703301784863E+01	
  +4.4325000000000000E+03	  +6.2774932742575359E+01	
  +4.4327500000000000E+03	  +6.0841914152235276E+01	
  +4.4330000000000000E+03	  +5.9120511213301491E+01	
  +4.4332500000000000E+03	  +5.7619497001951395E+01	
  +4.4335000000000000E+03	  +5.6344651528519179E+01	
  +4.4337500000000000E+03	  +5.5306859288110452E+01	
  +4.4340000000000000E+03	  +5.4506674025138217E+01	
  +4.4342500000000000E+03	  +5.3957607444746579E+01	
  +4.4345000000000000E+03	  +5.3620652418039199E+01	
  +4.4347500000000000E+03	  +5.1572893621818061E+01	
  +4.4350000000000000E+03	  +5.1494195748868435E+01	
  +4.4352500000000000E+03	  +5.1413154310856456E+01	
  +4.4355000000000000E+03	  +5.1330306560148806E+01	
  +4.4357500000000000E+03	  +5.1247029655148573E+01	
  +4.4360000000000000E+03	  +5.1164797650076608E+01	
  +4.4362500000000000E+03	  +5.1085304952335861E+01	
  +4.4365000000000000E+03	  +5.1009496191026557E+01	
  +4.4367500000000000E+03	  +5.0934464099589619E+01	
  +4.4370000000000000E+03	  +5.0856867590706763E+01	
  +4.4372500000000000E+03	  +5.0774339255465222E+01	
  +4.4375000000000000E+03	  +5.0690770368507529E+01	
  +4.4377500000000000E+03	  +5.0607021197902455E+01	
  +4.4380000000000000E+03	  +5.0523091332127436E+01	
  +4.4382500000000000E+03	  +5.0438981044010369E+01	
  +4.4385000000000000E+03	  +5.0354690608345557E+01	
  +4.4387500000000000E+03	  +5.0270219610660789E+01	
  +4.4390000000000000E+03	  +5.0185568556160739E+01	
  +4.4392500000000000E+03	  +5.0099125807647056E+01	
  +4.4395000000000000E+03	  +5.0006321547843541E+01	
  +4.4397500000000000E+03	  +4.9918634556922235E+01	
  +4.4400000000000000E+03	  +4.9849835239591023E+01	
  +4.4402500000000000E+03	  +4.9808518451544344E+01	
  +4.4405000000000000E+03	  +4.9771842397155531E+01	
  +4.4407500000000000E+03	  +4.9735133277213080E+01	
  +4.4410000000000000E+03	  +4.9698391095249420E+01	
  +4.4412500000000000E+03	  +4.9661615854796921E+01	
  +4.4415000000000000E+03	  +4.9624807325261500E+01	
  +4.4417500000000000E+03	  +4.9587965978218428E+01	
  +4.4420000000000000E+03	  +4.9551091348737025E+01	
  +4.4422500000000000E+03	  +4.9513294406071417E+01	
  +4.4425000000000000E+03	  +4.9470529880324882E+01	
  +4.4427500000000000E+03	  +4.9425215619277189E+01	
  +4.4430000000000000E+03	  +4.9380816445043955E+01	
  +4.4432500000000000E+03	  +4.9340341060970950E+01	
  +4.4435000000000000E+03	  +4.9302682640805436E+01	
  +4.4437500000000000E+03	  +4.9266330669106395E+01	
  +4.4440000000000000E+03	  +4.9230043958096495E+01	
  +4.4442500000000000E+03	  +4.9191105887362596E+01	
  +4.4445000000000000E+03	  +4.9143355855315335E+01	
  +4.4447500000000000E+03	  +4.9094094853658980E+01	
  +4.4450000000000000E+03	  +4.9052568858084513E+01	
  +4.4452500000000000E+03	  +4.9045034283113708E+01	
  +4.4455000000000000E+03	  +4.9151903593911001E+01	
  +4.4457500000000000E+03	  +4.9320774703460742E+01	
  +4.4460000000000000E+03	  +4.9479428798023264E+01	
  +4.4462500000000000E+03	  +4.9572593902748494E+01	
  +4.4465000000000000E+03	  +5.1937713922295096E+01	
  +4.4467500000000000E+03	  +5.2381618796675987E+01	
  +4.4470000000000000E+03	  +5.2851612258025270E+01	
  +4.4472500000000000E+03	  +5.3313192264915699E+01	
  +4.4475000000000000E+03	  +5.3796983185910271E+01	
  +4.4477500000000000E+03	  +5.4492772376459847E+01	
  +4.4480000000000000E+03	  +5.5394384477140733E+01	
  +4.4482500000000000E+03	  +5.6544057547404108E+01	
  +4.4485000000000000E+03	  +5.8033414128022905E+01	
  +4.4487500000000000E+03	  +5.9634261646368351E+01	
  +4.4490000000000000E+03	  +6.1336128379128851E+01	
  +4.4492500000000000E+03	  +6.3214899290242940E+01	
  +4.4495000000000000E+03	  +6.5061592528527441E+01	
  +4.4497500000000000E+03	  +6.6649296497854905E+01	
  +4.4500000000000000E+03	  +6.7751277861189834E+01	
  +4.4502500000000000E+03	  +6.8493737982107845E+01	
  +4.4505000000000000E+03	  +6.9089369674333881E+01	
  +4.4507500000000000E+03	  +6.9731353860671234E+01	
  +4.4510000000000000E+03	  +7.0323696603626360E+01	
  +4.4512500000000000E+03	  +7.0860559094972714E+01	
  +4.4515000000000000E+03	  +7.1385400459623838E+01	
  +4.4517500000000000E+03	  +7.1984006932420812E+01	
  +4.4520000000000000E+03	  +7.2859302295928202E+01	
  +4.4522500000000000E+03	  +7.3754352138575854E+01	
  +4.4525000000000000E+03	  +7.4343255910063789E+01	
  +4.4527500000000000E+03	  +7.4353940103356962E+01	
  +4.4530000000000000E+03	  +7.3945145354892318E+01	
  +4.4532500000000000E+03	  +7.3281114517243736E+01	
  +4.4535000000000000E+03	  +7.2480297147187116E+01	
  +4.4537500000000000E+03	  +7.1649685514842645E+01	
  +4.4540000000000000E+03	  +7.0723642225262921E+01	
  +4.4542500000000000E+03	  +6.9767804505100315E+01	
  +4.4545000000000000E+03	  +6.8830992010263046E+01	
  +4.4547500000000000E+03	  +6.8091384526229916E+01	
  +4.4550000000000000E+03	  +6.7529268362977746E+01	
  +4.4552500000000000E+03	  +6.7063678628154804E+01	
  +4.4555000000000000E+03	  +6.6554650027569593E+01	
  +4.4557500000000000E+03	  +6.5958667652918322E+01	
  +4.4560000000000000E+03	  +6.5373114510671869E+01	
  +4.4562500000000000E+03	  +6.4572582799828666E+01	
  +4.4565000000000000E+03	  +6.3653508598169672E+01	
  +4.4567500000000000E+03	  +6.1950989700790373E+01	
  +4.4570000000000000E+03	  +5.9945352243297798E+01	
  +4.4572500000000000E+03	  +5.8157151967730833E+01	
  +4.4575000000000000E+03	  +5.6826011796668830E+01	
  +4.4577500000000000E+03	  +5.5813813774134729E+01	
  +4.4580000000000000E+03	  +5.4993275216839933E+01	
  +4.4582500000000000E+03	  +5.4342483339999831E+01	
  +4.4585000000000000E+03	  +5.3860486549392654E+01	
  +4.4587500000000000E+03	  +5.1782740252588908E+01	
  +4.4590000000000000E+03	  +5.1720740223828102E+01	
  +4.4592500000000000E+03	  +5.1650552024865831E+01	
  +4.4595000000000000E+03	  +5.1564680006871910E+01	
  +4.4597500000000000E+03	  +5.1474217679915554E+01	
  +4.4600000000000000E+03	  +5.1392963458331593E+01	
  +4.4602500000000000E+03	  +5.1330765632190946E+01	
  +4.4605000000000000E+03	  +5.1271958636756118E+01	
  +4.4607500000000000E+03	  +5.1213059383248449E+01	
  +4.4610000000000000E+03	  +5.1154067888021771E+01	
  +4.4612500000000000E+03	  +5.1094984167429892E+01	
  +4.4615000000000000E+03	  +5.1035808237826650E+01	
  +4.4617500000000000E+03	  +5.0976540341831637E+01	
  +4.4620000000000000E+03	  +5.0917180043618721E+01	
  +4.4622500000000000E+03	  +5.0857727585455855E+01	
  +4.4625000000000000E+03	  +5.0798182983696847E+01	
  +4.4627500000000000E+03	  +5.0738546254695542E+01	
  +4.4630000000000000E+03	  +5.0678817414805749E+01	
  +4.4632500000000000E+03	  +5.0617148887714293E+01	
  +4.4635000000000000E+03	  +5.0546222854475097E+01	
  +4.4637500000000000E+03	  +5.0473853507691238E+01	
  +4.4640000000000000E+03	  +5.0410191306569359E+01	
