 TIME                    	Outlet                   	
  +4.4642500000000000E+03	  +1.8817103599760671E+01	
  +4.4645000000000000E+03	  +1.8796919216204582E+01	
  +4.4647500000000000E+03	  +1.8783419874168278E+01	
  +4.4650000000000000E+03	  +1.8769167050706649E+01	
  +4.4652500000000000E+03	  +1.8748156619670251E+01	
  +4.4655000000000000E+03	  +1.8724850067933449E+01	
  +4.4657500000000000E+03	  +1.8701411963440140E+01	
  +4.4660000000000000E+03	  +1.8678911046822019E+01	
  +4.4662500000000000E+03	  +1.8658469115209364E+01	
  +4.4665000000000000E+03	  +1.8640413558737968E+01	
  +4.4667500000000000E+03	  +1.8623200787449697E+01	
  +4.4670000000000000E+03	  +1.8605116378001302E+01	
  +4.4672500000000000E+03	  +1.8584609527299818E+01	
  +4.4675000000000000E+03	  +1.8562008187405048E+01	
  +4.4677500000000000E+03	  +1.8538411508727812E+01	
  +4.4680000000000000E+03	  +1.8514869758539312E+01	
  +4.4682500000000000E+03	  +1.8492183524638058E+01	
  +4.4685000000000000E+03	  +1.8470211636275799E+01	
  +4.4687500000000000E+03	  +1.8450586650897801E+01	
  +4.4690000000000000E+03	  +1.8435236209913725E+01	
  +4.4692500000000000E+03	  +1.8429070752570041E+01	
  +4.4695000000000000E+03	  +1.8445545672787603E+01	
  +4.4697500000000000E+03	  +1.8473329066405327E+01	
  +4.4700000000000000E+03	  +1.8497437531174324E+01	
  +4.4702500000000000E+03	  +1.8506522545443705E+01	
  +4.4705000000000000E+03	  +1.8966855453192228E+01	
  +4.4707500000000000E+03	  +1.8982134471082762E+01	
  +4.4710000000000000E+03	  +1.8969608050079401E+01	
  +4.4712500000000000E+03	  +1.8949384837330133E+01	
  +4.4715000000000000E+03	  +1.8947922156227111E+01	
  +4.4717500000000000E+03	  +1.8991196078481572E+01	
  +4.4720000000000000E+03	  +1.9081061006283935E+01	
  +4.4722500000000000E+03	  +1.9197108307032941E+01	
  +4.4725000000000000E+03	  +1.9316676585247386E+01	
  +4.4727500000000000E+03	  +1.9410821731666402E+01	
  +4.4730000000000000E+03	  +1.9449393964796030E+01	
  +4.4732500000000000E+03	  +1.9474325761476063E+01	
  +4.4735000000000000E+03	  +1.9537076599956642E+01	
  +4.4737500000000000E+03	  +1.9700664393417089E+01	
  +4.4740000000000000E+03	  +2.0775170637905937E+01	
  +4.4742500000000000E+03	  +2.2351318729210277E+01	
  +4.4745000000000000E+03	  +2.4468122836625508E+01	
  +4.4747500000000000E+03	  +2.5879031153617863E+01	
  +4.4750000000000000E+03	  +2.7429569128056688E+01	
  +4.4752500000000000E+03	  +2.8758280963431211E+01	
  +4.4755000000000000E+03	  +2.9314590170093979E+01	
  +4.4757500000000000E+03	  +2.8742170660043229E+01	
  +4.4760000000000000E+03	  +2.7310034988215143E+01	
  +4.4762500000000000E+03	  +2.6531856763631566E+01	
  +4.4765000000000000E+03	  +2.5764127012337287E+01	
  +4.4767500000000000E+03	  +2.5009341819238564E+01	
  +4.4770000000000000E+03	  +2.4298337627118883E+01	
  +4.4772500000000000E+03	  +2.4159762062618093E+01	
  +4.4775000000000000E+03	  +2.2909125210937756E+01	
  +4.4777500000000000E+03	  +2.2726829150169543E+01	
  +4.4780000000000000E+03	  +2.3007190763405415E+01	
  +4.4782500000000000E+03	  +2.3547271044155355E+01	
  +4.4785000000000000E+03	  +2.3821028164271794E+01	
  +4.4787500000000000E+03	  +2.4249777433355860E+01	
  +4.4790000000000000E+03	  +2.4610203713024688E+01	
  +4.4792500000000000E+03	  +2.4950868238329409E+01	
  +4.4795000000000000E+03	  +2.5246201835973586E+01	
  +4.4797500000000000E+03	  +2.5420848964028902E+01	
  +4.4800000000000000E+03	  +2.5259241162329523E+01	
  +4.4802500000000000E+03	  +2.4847682413430846E+01	
  +4.4805000000000000E+03	  +2.4319691748148784E+01	
  +4.4807500000000000E+03	  +2.3736543327609812E+01	
  +4.4810000000000000E+03	  +2.2918568116186783E+01	
  +4.4812500000000000E+03	  +2.2059590946887351E+01	
  +4.4815000000000000E+03	  +2.1388332057520447E+01	
  +4.4817500000000000E+03	  +2.1089423532733779E+01	
  +4.4820000000000000E+03	  +2.1057882151829382E+01	
  +4.4822500000000000E+03	  +2.1115381577745410E+01	
  +4.4825000000000000E+03	  +2.1102835209184647E+01	
  +4.4827500000000000E+03	  +1.9211376632793133E+01	
  +4.4830000000000000E+03	  +1.9198024169869047E+01	
  +4.4832500000000000E+03	  +1.9184019233629254E+01	
  +4.4835000000000000E+03	  +1.9166434570155307E+01	
  +4.4837500000000000E+03	  +1.9147022035665739E+01	
  +4.4840000000000000E+03	  +1.9128289721566883E+01	
  +4.4842500000000000E+03	  +1.9112649072321066E+01	
  +4.4845000000000000E+03	  +1.9100107345984998E+01	
  +4.4847500000000000E+03	  +1.9088257484537053E+01	
  +4.4850000000000000E+03	  +1.9074581620650424E+01	
  +4.4852500000000000E+03	  +1.9057308043261997E+01	
  +4.4855000000000000E+03	  +1.9039372012231070E+01	
  +4.4857500000000000E+03	  +1.9021420999353506E+01	
  +4.4860000000000000E+03	  +1.9003454663285602E+01	
  +4.4862500000000000E+03	  +1.8985473176196933E+01	
  +4.4865000000000000E+03	  +1.8967476710835051E+01	
  +4.4867500000000000E+03	  +1.8949464924989297E+01	
  +4.4870000000000000E+03	  +1.8931438163252551E+01	
  +4.4872500000000000E+03	  +1.8914171705795276E+01	
  +4.4875000000000000E+03	  +1.8901053960858956E+01	
  +4.4877500000000000E+03	  +1.8889622408521380E+01	
  +4.4880000000000000E+03	  +1.8876489705579861E+01	
  +4.4882500000000000E+03	  +1.8859179143616711E+01	
  +4.4885000000000000E+03	  +1.8841076659186751E+01	
  +4.4887500000000000E+03	  +1.8822958860588368E+01	
  +4.4890000000000000E+03	  +1.8804826094436468E+01	
  +4.4892500000000000E+03	  +1.8786678015920650E+01	
  +4.4895000000000000E+03	  +1.8768514798943905E+01	
  +4.4897500000000000E+03	  +1.8750336617986697E+01	
  +4.4900000000000000E+03	  +1.8732143127372403E+01	
  +4.4902500000000000E+03	  +1.8714717281020164E+01	
  +4.4905000000000000E+03	  +1.8701478537043407E+01	
  +4.4907500000000000E+03	  +1.8689941778180184E+01	
  +4.4910000000000000E+03	  +1.8676688087674307E+01	
  +4.4912500000000000E+03	  +1.8659218170482987E+01	
  +4.4915000000000000E+03	  +1.8640949188318739E+01	
  +4.4917500000000000E+03	  +1.8622664901911335E+01	
  +4.4920000000000000E+03	  +1.8604365486462871E+01	
  +4.4922500000000000E+03	  +1.8586050943020005E+01	
  +4.4925000000000000E+03	  +1.8567721272629395E+01	
  +4.4927500000000000E+03	  +1.8549376476337692E+01	
  +4.4930000000000000E+03	  +1.8531016730356860E+01	
  +4.4932500000000000E+03	  +1.8521162207130089E+01	
  +4.4935000000000000E+03	  +1.8560070669660892E+01	
  +4.4937500000000000E+03	  +1.8628428653304390E+01	
  +4.4940000000000000E+03	  +1.8697329903234177E+01	
  +4.4942500000000000E+03	  +1.8744049778738120E+01	
  +4.4945000000000000E+03	  +2.0871611450465611E+01	
  +4.4947500000000000E+03	  +2.1182583397351188E+01	
  +4.4950000000000000E+03	  +2.1472881682894702E+01	
  +4.4952500000000000E+03	  +2.1757382828527902E+01	
  +4.4955000000000000E+03	  +2.2051202617365178E+01	
  +4.4957500000000000E+03	  +2.2407959467939126E+01	
  +4.4960000000000000E+03	  +2.3038653416619340E+01	
  +4.4962500000000000E+03	  +2.3853123719794549E+01	
  +4.4965000000000000E+03	  +2.4740911036855053E+01	
  +4.4967500000000000E+03	  +2.5506522586858654E+01	
  +4.4970000000000000E+03	  +2.6109777517797291E+01	
  +4.4972500000000000E+03	  +2.6568123191314655E+01	
  +4.4975000000000000E+03	  +2.6884224274768300E+01	
  +4.4977500000000000E+03	  +2.6985718986709031E+01	
  +4.4980000000000000E+03	  +2.6570740588525801E+01	
  +4.4982500000000000E+03	  +2.5905537312278518E+01	
  +4.4985000000000000E+03	  +2.4894055178177219E+01	
  +4.4987500000000000E+03	  +2.4729387719171221E+01	
  +4.4990000000000000E+03	  +2.5383509439722161E+01	
  +4.4992500000000000E+03	  +2.5523602969953139E+01	
  +4.4995000000000000E+03	  +2.6263333851041065E+01	
  +4.4997500000000000E+03	  +2.7911407254726210E+01	
  +4.5000000000000000E+03	  +2.9879244987541462E+01	
  +4.5002500000000000E+03	  +3.2705396061421567E+01	
  +4.5005000000000000E+03	  +3.4361895630373176E+01	
  +4.5007500000000000E+03	  +3.4532858469444463E+01	
  +4.5010000000000000E+03	  +3.3234241768977661E+01	
  +4.5012500000000000E+03	  +3.0727869782024367E+01	
  +4.5015000000000000E+03	  +2.9023133826071899E+01	
  +4.5017500000000000E+03	  +2.7623059583094644E+01	
  +4.5020000000000000E+03	  +2.7316447151249008E+01	
  +4.5022500000000000E+03	  +2.7663612849892690E+01	
  +4.5025000000000000E+03	  +2.7314965584240490E+01	
  +4.5027500000000000E+03	  +2.6109024867480866E+01	
  +4.5030000000000000E+03	  +2.4663268348286895E+01	
  +4.5032500000000000E+03	  +2.3045783856779646E+01	
  +4.5035000000000000E+03	  +2.1799438327835926E+01	
  +4.5037500000000000E+03	  +2.1539375762345053E+01	
  +4.5040000000000000E+03	  +2.3025996885396825E+01	
  +4.5042500000000000E+03	  +2.4917108516408291E+01	
  +4.5045000000000000E+03	  +2.6277656092148021E+01	
  +4.5047500000000000E+03	  +2.5953308430128281E+01	
  +4.5050000000000000E+03	  +2.5322029466190287E+01	
  +4.5052500000000000E+03	  +2.4791280356288610E+01	
  +4.5055000000000000E+03	  +2.4239322235947199E+01	
  +4.5057500000000000E+03	  +2.3650942573727193E+01	
  +4.5060000000000000E+03	  +2.3092591195825303E+01	
  +4.5062500000000000E+03	  +2.2567263579516986E+01	
  +4.5065000000000000E+03	  +2.2064925037994520E+01	
  +4.5067500000000000E+03	  +1.9626215547315887E+01	
  +4.5070000000000000E+03	  +1.9595967337206940E+01	
  +4.5072500000000000E+03	  +1.9562427487087497E+01	
  +4.5075000000000000E+03	  +1.9526401517138421E+01	
  +4.5077500000000000E+03	  +1.9489945245672825E+01	
  +4.5080000000000000E+03	  +1.9455255864601320E+01	
  +4.5082500000000000E+03	  +1.9423856442166755E+01	
  +4.5085000000000000E+03	  +1.9393005684629987E+01	
  +4.5087500000000000E+03	  +1.9362108793725412E+01	
  +4.5090000000000000E+03	  +1.9331165101560746E+01	
  +4.5092500000000000E+03	  +1.9300175288259879E+01	
  +4.5095000000000000E+03	  +1.9269138853166488E+01	
  +4.5097500000000000E+03	  +1.9238055970645192E+01	
  +4.5100000000000000E+03	  +1.9206926646305369E+01	
  +4.5102500000000000E+03	  +1.9175751055777141E+01	
  +4.5105000000000000E+03	  +1.9144528864881412E+01	
  +4.5107500000000000E+03	  +1.9113260248995267E+01	
  +4.5110000000000000E+03	  +1.9081945213728083E+01	
  +4.5112500000000000E+03	  +1.8993025983892757E+01	
  +4.5115000000000000E+03	  +1.8592241028907939E+01	
  +4.5117500000000000E+03	  +1.8057550510727975E+01	
  +4.5120000000000000E+03	  +1.7651695739643902E+01	
